YEAR_MONTH, COMMISSIONER_CODE, COMMISSIONER_NAME, CONTRACT_NUMBER, PROVIDER_NAME, LATEST_PPC_ADDRESS_POSTCODE, LSOA11_CODE, UDA_PERF_TARGET, UDA_FIN_VAL, UDA_DELIVERED, LATE_SUBMITTED_FP17, UDA_DELIVERED_FD, BAND_1_DELIVERED, BAND_2_DELIVERED, BAND_3_DELIVERED, BAND_URGENT_DELIVERED, BAND_OTHER_DELIVERED, CHILD_12M_COUNT, ADULT_24M_COUNT, GENERAL_DENTAL_FIN_VALUE
202210,"QYG","Cheshire and Merseyside ICB",1000080000,"Raby Road Dental Centre","CH64 9UZ","E01018534",19145,601205.71,1671,0,130,437,223,39,80,2,1149,4482,601205.71
202210,"QMM","Norfolk and Waveney ICB",1000100000,"Jinesh Vaghela, Jiten Vaghela and K Patel","NR19 1DR","E01026426",11500,307010.85,,,,,,,,,291,1873,307010.85
202210,"QXU","Surrey Heartlands ICB",1000120000,"Ruta Lagunaite","RH2 9BZ","E01030623",5009,146644.91,268.6,0,0,115,38,2,13,0,401,770,146644.91
202210,"QJG","Suffolk and North East Essex ICB",1000210000,"Mr S Shah, Mr P Vaid & Mr S Radia","CO15 3BW","E01021968",15000,459044.32,9.2,0,0,2,2,0,1,0,227,1205,459044.32
202210,"QUY","Bristol, North Somerset and South Gloucestershire ICB",1000260000,"The Dental Clinic, Portishead","BS20 6EH","E01032681",1359,39056.93,95,0,0,38,17,0,5,0,298,91,39056.93
202210,"QSL","Somerset ICB",1000320000,"Mr RK Hughes","BA5 1SU","E01029081",850,19429.48,82.6,0,0,64,5,0,3,0,382,171,19429.48
202210,"QNC","Staffordshire and Stoke-on-Trent ICB",1000340000,"Whitecross Dental Care Limited","WS15 2BZ","E01029404",16000,436493.77,616.2,0,0,175,78,14,31,2,791,2469,436493.77
202210,"QUE","Cambridgeshire and Peterborough ICB",1000360000,"Church Street Dental Practice","PE28 3EG","E01018198",4029,110623.24,327,0,0,147,24,8,10,0,413,1187,110623.24
202210,"QM7","Hertfordshire and West Essex ICB",1000390000,"Damira Dental Studios Ltd","CM23 3AL","E01023446",10255,286185.03,1072,0,0,487,113,14,55,1,1226,2398,286185.03
202210,"QPM","Northamptonshire ICB",1000410000,"2:30 Ltd","NN17 1RZ","E01026949",31550,979376.93,1581.2,0,0,456,183,36,116,5,2215,6704,979376.93
202210,"QM7","Hertfordshire and West Essex ICB",1000520000,"Chigwell Dental Practice","IG7 5PZ","E01021765",9244,324095.89,465.6,0,0,171,61,9,3,0,610,2366,324095.89
202210,"QNX","Sussex ICB",1000610000,"MISS AR PATEL","BN21 4LL","E01020935",1800,52278.43,92,0,0,80,4,0,0,0,490,34,52278.43
202210,"QT1","Nottingham and Nottinghamshire ICB",1000620000,"McDaid & McDaid","NG9 5BA","E01028096",15050,440433.78,1147.8,0,0,457,162,14,29,2,1191,2818,440433.78
202210,"QSL","Somerset ICB",1000710000,"Yarde House Partnership","TA1 1DB","E01029289",2600,70725.93,216.4,0,0,85,29,3,7,0,430,402,70725.93
202210,"QT6","Cornwall and the Isles Of Scilly ICB",1000730000,"Spadental South West Limited","PL12 6AF","E01018793",19116,550023.31,42.8,0,0,29,3,0,4,0,874,2332,550023.31
202210,"QHG","Bedfordshire, Luton and Milton Keynes ICB",1000790000,"Rodericks Dental Partnership Ltd","MK40 1NN","E01017469",25000,700968.41,1680,0,0,297,203,29,355,0,1586,6429,700968.41
202210,"QUY","Bristol, North Somerset and South Gloucestershire ICB",1000800000,"Monika Molnar","BS25 1JF","E01014742",1200,30387.3,174.6,0,0,81,26,1,3,0,458,54,30387.3
202210,"QHG","Bedfordshire, Luton and Milton Keynes ICB",1000810000,"Rodericks Dental Partnership Ltd","LU1 2AL","E01015794",25000,685400.34,553,0,0,58,91,12,65,0,892,3700,685400.34
202210,"QHG","Bedfordshire, Luton and Milton Keynes ICB",1000820000,"Rodericks Dental Partnership Ltd","LU3 2NJ","E01015785",14000,390731.17,1313.8,0,0,187,254,22,84,0,1128,2116,390731.17
202210,"QT6","Cornwall and the Isles Of Scilly ICB",1000830000,"PCH Dental CIC","TR18 3PE","E01018997",10946,330692.33,207.8,0,0,71,24,4,14,0,193,1219,330692.33
202210,"QHL","Birmingham and Solihull ICB",1000850000,"Broadway Dental Suite","B18 7BA","E01009141",11239,388147.02,817.8,0,0,90,123,26,39,0,558,2171,388147.02
202210,"QRL","Hampshire and Isle Of Wight ICB",1000890000,"Hilsea Dental Care Ltd","PO2 9HE","E01017087",17002,417924.85,621,0,0,141,80,13,70,0,951,2520,417924.85
202210,"QYG","Cheshire and Merseyside ICB",1000960000,"Care (Lancashire) Ltd","L20 3EF","E01007009",24000,688017.04,244.8,0,0,51,43,0,54,0,391,1050,688017.04
202210,"QT1","Nottingham and Nottinghamshire ICB",1001010000,"Brookview Dental Care","LE12 6JG","E01028387",1000,32306.18,88.2,0,0,42,15,0,1,0,193,170,32306.18
202210,"QT1","Nottingham and Nottinghamshire ICB",1001030000,"Dr H S Thiara, Mrs R K Mattu","NG5 7ED","E01028209",7997,300855.77,643,0,0,141,79,19,30,1,326,1497,300855.77
202210,"QOQ","Humber and North Yorkshire ICB",1001050000,"Dental Logic Limited","HU10 7AA","E01013117",8624,229269.29,503,0,0,229,63,6,10,1,691,2711,229269.29
202210,"QT1","Nottingham and Nottinghamshire ICB",1001090000,"Whitecross Dental Care Limited","LE12 6PG","E01028389",20000,550374.14,1331.2,0,0,549,141,22,76,4,1612,4601,550374.14
202210,"QWO","West Yorkshire ICB",1001110000,"Bodental Practice","BD23 1RU","E01027581",670,18238.92,56.8,0,0,28,8,0,4,0,191,18,18238.92
202210,"QYG","Cheshire and Merseyside ICB",1001220000,"The Old Surgery Dental Practice Ltd","CW1 5EQ","E01018501",3300,193449.54,114,0,0,9,35,0,0,0,1,354,193449.54
202210,"QMM","Norfolk and Waveney ICB",1001280000,"Rookwood Dental Practice","NR17 2BN","E01026449",3939,111234.53,239,0,0,110,23,4,10,0,261,992,111234.53
202210,"QOP","Greater Manchester ICB",1001340000,"REVIVE DENTAL CARE LIMITED","M4 6EE","E01033663",5509,335557.93,265.4,0,0,32,47,6,17,0,169,971,335557.93
202210,"QOQ","Humber and North Yorkshire ICB",1001350000,"MR N TIBREWAL","HG4 1QW","E01027707",16464,509077.13,1394.8,0,0,372,207,27,64,1,824,3492,509077.13
202210,"QNQ","Frimley ICB",1001360000,"MR JS KAILA","GU15 2HT","E01030800",11191,318027.9,757.4,0,34.8,235,77,20,42,1,335,2328,318027.9
202210,"QWU","Coventry and Warwickshire ICB",1001380000,"Longfellow Road Partnership","CV2 5HB","E01009614",49397,1304178.93,3341.8,1,0,1018,361,82,205,1,3032,11904,1304178.93
202210,"QJ2","Derby and Derbyshire ICB",1001500000,"Brimington Dental Practice","S43 1AD","E01019534",19709,590859.55,1311.8,0,0,428,205,18,44,0,1090,3817,590859.55
202210,"QUA","Black Country ICB",1001620000,"Jandu Dental Surgery","DY8 1EJ","E01009856",7200,170157.49,17.4,0,0,6,1,0,7,0,147,761,170157.49
202210,"QUA","Black Country ICB",1001640000,"Princes End Dental Practice","DY4 0UB","E01010033",4890,131210.78,503.4,0,0,138,59,14,17,0,705,627,131210.78
202210,"QHL","Birmingham and Solihull ICB",1001650000,"Family Dental Centre Partnership","B44 8LD","E01009230",17884,553701.54,1510.6,0,6,516,165,35,63,6,1413,4247,553701.54
202210,"QNX","Sussex ICB",1001670000,"ABC Dental Surgery Ltd","BN2 3LD","E01016890",13371,373892.85,1203.4,0,0,175,182,35,52,1,728,1664,373892.85
202210,"QHM","North East and North Cumbria ICB",1001720000,"No.1 Victoria Terrace Ltd","NE15 9EL","E01008405",4640,111075.1,375.8,14,0,69,81,9,4,0,308,859,111075.1
202210,"QHL","Birmingham and Solihull ICB",1001730000,"Hilltop Dental Spa","B31 2QT","E01009206",23164,697038.21,1979.8,1,0,648,173,56,114,6,1466,5251,697038.21
