YEAR_MONTH, COMMISSIONER_CODE, COMMISSIONER_NAME, CONTRACT_NUMBER, PROVIDER_NAME, LATEST_PPC_ADDRESS_POSTCODE, LSOA11_CODE, UDA_PERF_TARGET, UDA_FIN_VAL, UDA_DELIVERED, LATE_SUBMITTED_FP17, UDA_DELIVERED_FD, BAND_1_DELIVERED, BAND_2_DELIVERED, BAND_3_DELIVERED, BAND_URGENT_DELIVERED, BAND_OTHER_DELIVERED, CHILD_12M_COUNT, ADULT_24M_COUNT, GENERAL_DENTAL_FIN_VALUE
202008,"QYG","Cheshire and Merseyside ICB",1000080000,"Raby Road Dental Centre","CH64 9UZ","E01018534",19145,573803.72,336.8,2,0,11,40,3,145,1,1059,4977,573803.72
202008,"QMM","Norfolk and Waveney ICB",1000100000,"Jinesh Vaghela, Jiten Vaghela and K Patel","NR19 1DR","E01026426",11500,293017.79,73.8,0,24,0,15,0,24,0,458,3432,293017.79
202008,"QXU","Surrey Heartlands ICB",1000120000,"Ruta Lagunaite","RH2 9BZ","E01030623",5009,139961.07,67,0,0,25,6,1,10,1,337,858,139961.07
202008,"QJG","Suffolk and North East Essex ICB",1000210000,"Mr S Shah, Mr P Vaid & Mr S Radia","CO15 3BW","E01021968",15000,438207.55,19.2,0,0,0,2,1,1,0,650,3170,438207.55
202008,"QUY","Bristol, North Somerset and South Gloucestershire ICB",1000260000,"The Dental Clinic, Portishead","BS20 6EH","E01032681",1359,37276.78,44,0,0,19,8,0,0,1,272,130,37276.78
202008,"QSL","Somerset ICB",1000310000,"Mr RK Hughes","BA5 1SU","E01029081",2268,55939.91,114.4,0,0,85,7,0,7,0,218,500,55939.91
202008,"QSL","Somerset ICB",1000320000,"Mr RK Hughes","BA5 1SU","E01029081",850,18428.9,36.4,0,0,28,2,0,2,0,125,289,18428.9
202008,"QNC","Staffordshire and Stoke-on-Trent ICB",1000340000,"Whitecross Dental Care Limited","WS15 2BZ","E01029404",16000,416599.08,201.8,0,0,6,8,3,99,6,741,4046,416599.08
202008,"QUE","Cambridgeshire and Peterborough ICB",1000360000,"Church Street Dental Practice","PE28 3EG","E01018198",4029,105581.21,133.2,0,0,84,14,0,6,0,461,1379,105581.21
202008,"QM7","Hertfordshire and West Essex ICB",1000390000,"Damira Dental Studios Ltd","CM23 3AL","E01023446",10255,273141.17,222,0,0,102,18,2,35,0,847,2942,273141.17
202008,"QPM","Northamptonshire ICB",1000410000,"2:30 Ltd","NN17 1RZ","E01026949",31550,934738.5,506.2,0,0,22,55,14,116,1,2118,8260,934738.5
