YEAR_MONTH, COMMISSIONER_CODE, COMMISSIONER_NAME, CONTRACT_NUMBER, PROVIDER_NAME, LATEST_PPC_ADDRESS_POSTCODE, LSOA11_CODE, UDA_PERF_TARGET, UDA_FIN_VAL, UDA_DELIVERED, LATE_SUBMITTED_FP17, UDA_DELIVERED_FD, BAND_1_DELIVERED, BAND_2_DELIVERED, BAND_3_DELIVERED, BAND_URGENT_DELIVERED, BAND_OTHER_DELIVERED, CHILD_12M_COUNT, ADULT_24M_COUNT, GENERAL_DENTAL_FIN_VALUE
202006,"QYG","Cheshire and Merseyside ICB",1000080000,"Raby Road Dental Centre","CH64 9UZ","E01018534",19145,573803.72,108.4,0,0,4,2,1,72,0,1174,5078,573803.72
202006,"QMM","Norfolk and Waveney ICB",1000100000,"Jinesh Vaghela, Jiten Vaghela and K Patel","NR19 1DR","E01026426",11500,293017.79,2.4,1,0,0,0,0,3,0,531,3509,293017.79
202006,"QXU","Surrey Heartlands ICB",1000120000,"Ruta Lagunaite","RH2 9BZ","E01030623",5009,139961.07,65.6,0,0,2,12,0,23,0,359,876,139961.07
202006,"QJG","Suffolk and North East Essex ICB",1000210000,"Mr S Shah, Mr P Vaid & Mr S Radia","CO15 3BW","E01021968",15000,438207.55,24,0,0,0,0,0,20,0,705,3278,438207.55
202006,"QUY","Bristol, North Somerset and South Gloucestershire ICB",1000260000,"The Dental Clinic, Portishead","BS20 6EH","E01032681",1359,37276.78,17.2,0,0,0,5,0,1,1,303,133,37276.78
202006,"QSL","Somerset ICB",1000310000,"Mr RK Hughes","BA5 1SU","E01029081",2268,55939.91,4.2,0,0,0,1,0,1,0,258,522,55939.91
202006,"QSL","Somerset ICB",1000320000,"Mr RK Hughes","BA5 1SU","E01029081",850,18428.9,17.8,0,0,1,0,0,14,0,121,286,18428.9
202006,"QNC","Staffordshire and Stoke-on-Trent ICB",1000340000,"Whitecross Dental Care Limited","WS15 2BZ","E01029404",16000,416599.08,23.2,0,0,1,0,0,16,3,866,4192,416599.08
202006,"QUE","Cambridgeshire and Peterborough ICB",1000360000,"Church Street Dental Practice","PE28 3EG","E01018198",4029,105581.21,13.8,0,0,3,0,0,9,0,488,1435,105581.21
202006,"QM7","Hertfordshire and West Essex ICB",1000390000,"Damira Dental Studios Ltd","CM23 3AL","E01023446",10255,273141.17,62.8,0,0,1,1,0,49,0,920,3075,273141.17
202006,"QPM","Northamptonshire ICB",1000410000,"2:30 Ltd","NN17 1RZ","E01026949",31550,934738.5,54,0,0,2,3,2,15,1,2422,8529,934738.5
202006,"QM7","Hertfordshire and West Essex ICB",1000520000,"Chigwell Dental Practice","IG7 5PZ","E01021765",9244,309324.12,260,0,0,77,37,3,30,0,572,2535,309324.12
202006,"QNX","Sussex ICB",1000610000,"MISS AR PATEL","BN21 4LL","E01020935",1800,49895.66,12,0,0,0,4,0,0,0,540,84,49895.66
202006,"QT1","Nottingham and Nottinghamshire ICB",1000620000,"McDaid & McDaid","NG9 5BA","E01028096",15050,420359.51,,,,,,,,,1065,3260,420359.51
202006,"QSL","Somerset ICB",1000710000,"Yarde House Partnership","TA1 1DB","E01029289",2600,67502.35,22.8,0,0,12,2,0,4,0,412,452,67502.35
202006,"QT6","Cornwall and the Isles Of Scilly ICB",1000730000,"Spadental South West Limited","PL12 6AF","E01018793",19116,524954.13,52.6,0,0,1,0,0,43,0,1242,4716,524954.13
202006,"QT6","Cornwall and the Isles Of Scilly ICB",1000760000,"Hayle Dental Practice Partnership","TR27 4BT","E01018982",1557,43058.1,7.8,0,0,0,1,0,4,0,503,125,43058.1
202006,"QHG","Bedfordshire, Luton and Milton Keynes ICB",1000790000,"Rodericks Dental Partnership Ltd","MK40 1NN","E01017469",25000,669019.39,30.6,0,0,0,1,0,23,0,1424,7119,669019.39
202006,"QUY","Bristol, North Somerset and South Gloucestershire ICB",1000800000,"Monika Molnar","BS25 1JF","E01014742",1200,29002.29,7,0,0,7,0,0,0,0,428,60,29002.29
