YEAR_MONTH, COMMISSIONER_CODE, COMMISSIONER_NAME, CONTRACT_NUMBER, PROVIDER_NAME, LATEST_PPC_ADDRESS_POSTCODE, LSOA11_CODE, UDA_PERF_TARGET, UDA_FIN_VAL, UDA_DELIVERED, LATE_SUBMITTED_FP17, UDA_DELIVERED_FD, BAND_1_DELIVERED, BAND_2_DELIVERED, BAND_3_DELIVERED, BAND_URGENT_DELIVERED, BAND_OTHER_DELIVERED, CHILD_12M_COUNT, ADULT_24M_COUNT, GENERAL_DENTAL_FIN_VALUE
201909,"Q44","Cheshire, Warrington and Wirral AT",1000080000,"Raby Road Dental Centre","CH64 9UZ","E01018534",19145,560245.77,1618.2,0,0,469,185,42,71,5,1263,5129,560245.77
201909,"Q56","East Anglia AT",1000100000,"Jinesh Vaghela, Jiten Vaghela and K Patel","NR19 1DR","E01026426",11500,286094.31,763.4,5,32.4,239,94,14,62,0,775,4232,286094.31
201909,"Q68","Surrey and Sussex AT",1000120000,"Ruta Lagunaite","RH2 9BZ","E01030623",5009,136654.04,365.6,0,0,116,62,4,13,0,376,916,136654.04
201909,"Q57","Essex AT",1000210000,"Mr S Shah, Mr P Vaid & Mr S Radia","CO15 3BW","E01021968",15000,427853.5,965.2,0,0,130,112,37,46,0,797,3488,427853.5
201909,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000260000,"The Dental Clinic, Portishead","BS20 6EH","E01032681",1359,36396,89.2,0,0,49,12,0,1,3,333,141,36396
201909,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000270000,"Lympsham Dental Partnership","TA8 1PH","E01029117",13238,315026.37,816.4,0,0,255,96,20,27,1,734,3908,315026.37
201909,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000300000,"Burnham House Dental Partnership","TA8 1PH","E01029117",8740,169748.19,164.2,0,0,43,20,5,1,0,249,1723,169748.19
201909,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000310000,"Mr RK Hughes","BA5 1SU","E01029081",2268,54618.15,298,0,0,132,37,4,5,1,322,652,54618.15
201909,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000320000,"Mr RK Hughes","BA5 1SU","E01029081",850,17993.46,27,0,0,12,5,0,0,0,82,186,17993.46
201909,"Q60","Shropshire and Staffordshire AT",1000340000,"Whitecross Dental Care Limited","WS15 2BZ","E01029404",16000,406755.59,1144.6,0,0,307,151,28,38,3,1048,4715,406755.59
201909,"Q56","East Anglia AT",1000360000,"Church Street Dental Practice","PE28 3EG","E01018198",4029,103086.52,409,0,0,199,44,6,5,0,502,1467,103086.52
201909,"Q58","Hertfordshire and The South Midlands AT",1000390000,"Damira Dental Studios Ltd","CM23 3AL","E01023446",10255,266687.34,794.6,0,0,266,69,23,38,0,972,3449,266687.34
201909,"Q58","Hertfordshire and The South Midlands AT",1000410000,"2:30 Ltd","NN17 1RZ","E01026949",31550,912652.31,2108.8,0,0,626,273,44,109,7,2677,9251,912652.31
201909,"Q57","Essex AT",1000520000,"Chigwell Dental Practice","IG7 5PZ","E01021765",9244,302015.35,780.8,0,0,194,94,24,14,1,727,2673,302015.35
201909,"Q55","Derbyshire and Nottinghamshire AT",1000560000,"Nationwide Healthcare Providers Ltd","NG18 1JU","E01028268",4,8101.05,,,,,,,,,8,77,1.05
201909,"Q68","Surrey and Sussex AT",1000570000,"Battle Road Dental Practice","TN34 1BA","E01020979",16312,465001.89,342.6,1,0,86,32,10,34,2,826,3494,465001.89
201909,"Q68","Surrey and Sussex AT",1000610000,"MISS AR PATEL","BN21 4LL","E01020935",1800,48716.72,119.4,0,0,84,7,1,2,0,594,136,48716.72
201909,"Q55","Derbyshire and Nottinghamshire AT",1000620000,"McDaid & McDaid","NG9 5BA","E01028096",15050,410427.17,1045.6,0,0,427,108,20,43,3,1227,3437,410427.17
