YEAR_MONTH, COMMISSIONER_CODE, COMMISSIONER_NAME, CONTRACT_NUMBER, PROVIDER_NAME, LATEST_PPC_ADDRESS_POSTCODE, LSOA11_CODE, UDA_PERF_TARGET, UDA_FIN_VAL, UDA_DELIVERED, LATE_SUBMITTED_FP17, UDA_DELIVERED_FD, BAND_1_DELIVERED, BAND_2_DELIVERED, BAND_3_DELIVERED, BAND_URGENT_DELIVERED, BAND_OTHER_DELIVERED, CHILD_12M_COUNT, ADULT_24M_COUNT, GENERAL_DENTAL_FIN_VALUE
201703,"Q50","North Yorkshire and Humber AT",1000070000,"MR PJ GODFREY","DN15 6HL","E01013330",1,20.14,,,,,,,,,,,20.14
201703,"Q44","Cheshire, Warrington and Wirral AT",1000080000,"Raby Road Dental Centre","CH64 9UZ","E01018534",19145,550810.64,1631,0,0,433,239,30,95,9,1230,4468,550810.64
201703,"Q56","East Anglia AT",1000100000,"Jinesh Vaghela, Jiten Vaghela and K Patel","NR19 1DR","E01026426",11500,276399.32,2316.4,0,368.2,452,256,86,37,9,832,3739,276399.32
201703,"Q68","Surrey and Sussex AT",1000120000,"Ruta Lagunaite","RH2 9BZ","E01030623",5009,132023.2,966.6,0,0,57,70,57,8,6,183,795,132023.2
201703,"Q57","Essex AT",1000210000,"Mr S Shah, Mr P Vaid & Mr S Radia","CO15 3BW","E01021968",15000,406568.46,880.6,0,0,301,96,17,73,0,975,3035,406568.46
201703,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000260000,"The Dental Clinic, Portishead","BS20 6EH","E01032681",1359,35162.63,117.2,0,0,36,16,2,6,2,348,125,35162.63
201703,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000270000,"Lympsham Dental Partnership","TA8 1PH","E01029117",13238,304350.94,1707.2,0,0,338,186,61,66,0,522,2374,304350.94
201703,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000300000,"Burnham House Dental Partnership","TA8 1PH","E01029117",6740,126468.2,323,0,0,82,61,4,5,4,157,1402,126468.2
201703,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000310000,"Mr RK Hughes","BA5 1SU","E01029081",2268,52767.27,376.6,0,0,123,55,6,13,1,304,536,52767.27
201703,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000320000,"Mr RK Hughes","BA5 1SU","E01029081",850,17383.71,251.6,0,0,53,33,8,3,0,98,233,17383.71
201703,"Q60","Shropshire and Staffordshire AT",1000340000,"Whitecross Dental Care Limited","WS15 2BZ","E01029404",16000,392971.68,1510.4,0,0,253,257,35,42,5,659,2440,392971.68
