YEAR_MONTH, COMMISSIONER_CODE, COMMISSIONER_NAME, CONTRACT_NUMBER, PROVIDER_NAME, LATEST_PPC_ADDRESS_POSTCODE, LSOA11_CODE, UDA_PERF_TARGET, UDA_FIN_VAL, UDA_DELIVERED, LATE_SUBMITTED_FP17, UDA_DELIVERED_FD, BAND_1_DELIVERED, BAND_2_DELIVERED, BAND_3_DELIVERED, BAND_URGENT_DELIVERED, BAND_OTHER_DELIVERED, CHILD_12M_COUNT, ADULT_24M_COUNT, GENERAL_DENTAL_FIN_VALUE
201607,"Q50","North Yorkshire and Humber AT",1000070000,"MR PJ GODFREY","DN15 6HL","E01013330",1,20.14,,,,,,,,,,,20.14
201607,"Q44","Cheshire, Warrington and Wirral AT",1000080000,"Raby Road Dental Centre","CH64 9UZ","E01018534",19145,550810.64,1499,0,0,494,171,31,95,9,867,2915,550810.64
201607,"Q56","East Anglia AT",1000100000,"Jinesh Vaghela, Jiten Vaghela and K Patel","NR19 1DR","E01026426",11500,276399.32,243.8,0,214,104,25,4,9,6,379,1449,276399.32
201607,"Q68","Surrey and Sussex AT",1000120000,"Ruta Lagunaite","RH2 9BZ","E01030623",5009,132023.2,352.8,0,0,67,47,11,9,2,84,516,132023.2
201607,"Q57","Essex AT",1000210000,"Mr S Shah, Mr P Vaid & Mr S Radia","CO15 3BW","E01021968",15000,406568.46,1210.4,0,0,149,149,45,62,0,418,1271,406568.46
201607,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000260000,"The Dental Clinic, Portishead","BS20 6EH","E01032681",1359,35162.63,95.4,0,0,39,18,0,2,0,153,31,35162.63
201607,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000270000,"Lympsham Dental Partnership","TA8 1PH","E01029117",13238,304350.94,895,0,0,169,140,23,25,0,105,573,304350.94
201607,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000300000,"Burnham House Dental Partnership","TA8 1PH","E01029117",6740,126468.2,419.6,0,0,67,84,8,3,2,164,1011,126468.2
201607,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000310000,"Mr RK Hughes","BA5 1SU","E01029081",2268,52767.27,122.8,0,0,54,8,2,14,4,156,208,52767.27
201607,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000320000,"Mr RK Hughes","BA5 1SU","E01029081",850,17383.71,37.2,0,0,15,3,1,1,0,76,94,17383.71
201607,"Q60","Shropshire and Staffordshire AT",1000340000,"Whitecross Dental Care Limited","WS15 2BZ","E01029404",16000,392971.68,381,0,0,58,71,5,40,2,160,425,392971.68
201607,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000350000,"Time for Teeth Ltd","BS7 8PS","E01014514",0,1.01,,,,,,,,,,,1.01
201607,"Q56","East Anglia AT",1000360000,"Church Street Dental Practice","PE28 3EG","E01018198",4029,99593.18,347.4,0,0,123,46,5,22,1,164,384,99593.18
201607,"Q58","Hertfordshire and The South Midlands AT",1000390000,"Damira Dental Studios Ltd","CM23 3AL","E01023438",10255,257650,517.6,0,0,103,59,17,28,0,121,348,257650
201607,"Q58","Hertfordshire and The South Midlands AT",1000410000,"2:30 Ltd","NN17 1RZ","E01026949",31550,881724.87,1629.8,5,341.4,489,220,32,79,2,838,1900,881724.87
201607,"Q57","Essex AT",1000520000,"Chigwell Dental Practice","IG7 5PZ","E01021765",9104,291780.83,882,0,0,276,88,27,15,0,315,817,291780.83
201607,"Q55","Derbyshire and Nottinghamshire AT",1000560000,"Nationwide Healthcare Providers Ltd","NG18 1JU","E01028268",1,1.01,20.2,0,0,1,0,0,16,0,,8,1.01
201607,"Q68","Surrey and Sussex AT",1000570000,"Battle Road Dental Practice","TN34 1BA","E01020979",16312,449244.18,1473.2,1,0,244,235,32,106,3,453,1555,449244.18
201607,"Q68","Surrey and Sussex AT",1000610000,"MISS AR PATEL","BN21 4LL","E01020935",2109,55145.47,168.2,0,0,74,13,4,6,0,236,103,55145.47
201607,"Q55","Derbyshire and Nottinghamshire AT",1000620000,"McDaid & McDaid","NG9 5BA","E01028096",15426,396518.85,873,0,0,234,109,21,45,6,562,1074,396518.85
201607,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000710000,"Yarde House Partnership","TA1 1DB","E01029289",2600,63673.96,137.6,0,0,116,6,0,3,0,345,65,63673.96
201607,"Q66","Devon, Cornwall and Isles of Scilly AT",1000760000,"Hayle Dental Practice Partnership","TR27 4BT","E01018982",1557,40616.06,89.2,0,0,64,8,0,1,0,228,32,40616.06
201607,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000770000,"Church Road Dental Clinic","BS13 8JX","E01014521",668,15301,17.2,0,0,7,3,0,1,0,2,2,15301
201607,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000780000,"Church Road Dental Clinic","BS13 8JX","E01014521",894,22797.52,24.4,0,0,13,3,0,2,0,1,3,22797.52
201607,"Q58","Hertfordshire and The South Midlands AT",1000790000,"Rodericks Dental Partnership Ltd","MK40 1NN","E01017469",22958,575617.09,965.2,0,0,106,136,22,156,0,150,728,575617.09
201607,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000800000,"Monika Molnar","BS25 1JF","E01014742",1611,36727.35,70.4,0,0,26,10,1,2,0,207,14,36727.35
201607,"Q58","Hertfordshire and The South Midlands AT",1000810000,"Rodericks Dental Partnership Ltd","LU1 2AL","E01015794",24090,590699.21,1102.2,2,0,63,128,35,196,0,155,513,590699.21
201607,"Q58","Hertfordshire and The South Midlands AT",1000820000,"Rodericks Dental Partnership Ltd","LU3 2NJ","E01015785",13041,327678.03,1070,0,0,209,169,28,15,0,302,436,327678.03
201607,"Q66","Devon, Cornwall and Isles of Scilly AT",1000830000,"PCH Dental CIC","TR18 3PE","E01018997",7750,217260.25,488.6,0,0,86,85,11,13,0,154,536,217260.25
201607,"Q54","Birmingham and The Black Country AT",1000850000,"Broadway Dental Suite","B18 7BA","E01009141",11239,349445.52,765.6,1,0,90,92,31,23,0,183,504,349445.52
201607,"Q70","Wessex Local Office",1000880000,"Portsea Dental Care Ltd","PO1 3HN","E01017034",17002,376254.26,1073,0,0,68,125,42,105,0,249,671,376254.26
201607,"Q70","Wessex Local Office",1000890000,"Hilsea Dental Care Ltd","PO2 9HE","E01017087",17002,376254.26,1060.4,0,0,107,85,47,112,0,274,828,376254.26
201607,"Q70","Wessex Local Office",1000910000,"Paulsgrove Dental Care Ltd","PO6 4HG","E01017120",7002,160403.66,552.4,0,0,100,36,23,57,0,282,516,160403.66
201607,"Q48","Merseyside AT",1000960000,"Care (Lancashire) Ltd","L20 3EF","E01007009",19000,490371,1166.2,0,0,256,141,36,41,10,427,1058,490371
201607,"Q55","Derbyshire and Nottinghamshire AT",1001010000,"Brookview Dental Care","LE12 6JG","E01028387",980,29084.98,19.2,0,0,15,1,0,1,0,46,47,29084.98
201607,"Q55","Derbyshire and Nottinghamshire AT",1001030000,"Dr H S Thiara, Mrs R K Mattu","NG5 7ED","E01028209",5332,206490.69,514.6,0,0,97,70,16,13,0,129,460,206490.69
201607,"Q50","North Yorkshire and Humber AT",1001050000,"Dental Logic Limited","HU10 7AA","E01013117",8624,206409.22,651.2,0,0,284,91,6,16,3,348,1041,206409.22
201607,"Q55","Derbyshire and Nottinghamshire AT",1001090000,"Whitecross Dental Care Limited","LE12 6PG","E01028389",24298,601979.62,1442.4,0,0,493,183,32,12,3,790,1977,601979.62
201607,"Q50","North Yorkshire and Humber AT",1001110000,"Bodental Practice","BD23 1RU","E01027577",670,16420.35,16.2,0,0,15,0,0,1,1,45,16,16420.35
201607,"Q56","East Anglia AT",1001280000,"Rookwood Dental Practice","NR17 2BN","E01026449",3884,98752.35,293,0,0,112,48,3,0,1,78,383,98752.35
201607,"Q46","Greater Manchester AT",1001340000,"REVIVE DENTAL CARE LIMITED","M4 6EE","E01033663",4591,251750,437.4,0,0,0,25,0,302,0,58,354,251750
201607,"Q50","North Yorkshire and Humber AT",1001350000,"MR N TIBREWAL","HG4 1QW","E01027707",15092,420124.72,1149.8,0,0,327,154,25,39,3,249,1085,420124.72
201607,"Q68","Surrey and Sussex AT",1001360000,"MR JS KAILA","GU15 2HT","E01030800",11791,301668.65,1012.4,0,198,247,130,29,22,1,262,1522,301668.65
201607,"Q46","Greater Manchester AT",1001370000,"Bridgewater Community Healthcare NHS Foundation Trust","OL6 7SR","E01005948",3967,1.01,72,0,0,18,18,0,0,0,,,1.01
201607,"Q53","Arden, Herefordshire and Worcestershire AT",1001380000,"Longfellow Road Partnership","CV2 5HB","E01009614",45281,1076296.28,3756.2,2,0,933,547,90,81,9,991,2995,1076296.28
201607,"Q50","North Yorkshire and Humber AT",1001400000,"Ishak & Bee","YO21 1EA","E01027870",3760,96014.11,514.4,0,0,110,54,18,22,0,21,213,96014.11
201607,"Q55","Derbyshire and Nottinghamshire AT",1001500000,"Brimington Dental Practice","S43 1AD","E01019534",13091,353321.59,1008.4,0,0,278,118,26,52,2,187,674,353321.59
201607,"Q57","Essex AT",1001570000,"Community Dental Services CIC","CO4 5JR","E01021679",1250,431556.9,161.8,3,0,34,41,0,4,0,103,83,431556.9
201607,"Q54","Birmingham and The Black Country AT",1001620000,"Jandu Dental Surgery","DY8 1EJ","E01009856",6000,127659.48,309.6,0,0,191,30,1,13,1,69,254,127659.48
201607,"Q54","Birmingham and The Black Country AT",1001640000,"Princes End Dental Practice","DY4 0UB","E01010033",6088,146419.97,794.4,0,0,147,83,32,12,0,208,311,146419.97
