YEAR_MONTH, COMMISSIONER_CODE, COMMISSIONER_NAME, CONTRACT_NUMBER, PROVIDER_NAME, LATEST_PPC_ADDRESS_POSTCODE, LSOA11_CODE, UDA_PERF_TARGET, UDA_FIN_VAL, UDA_DELIVERED, LATE_SUBMITTED_FP17, UDA_DELIVERED_FD, BAND_1_DELIVERED, BAND_2_DELIVERED, BAND_3_DELIVERED, BAND_URGENT_DELIVERED, BAND_OTHER_DELIVERED, CHILD_12M_COUNT, ADULT_24M_COUNT, GENERAL_DENTAL_FIN_VALUE
202003,"Q44","Cheshire, Warrington and Wirral AT",1000080000,"Raby Road Dental Centre","CH64 9UZ","E01018534",19145,573803.72,1284.8,0,0,435,187,18,59,2,1284,5216,573803.72
202003,"Q56","East Anglia AT",1000100000,"Jinesh Vaghela, Jiten Vaghela and K Patel","NR19 1DR","E01026426",11500,293017.79,842.2,0,116.4,250,75,28,26,0,620,3702,293017.79
202003,"Q68","Surrey and Sussex AT",1000120000,"Ruta Lagunaite","RH2 9BZ","E01030623",5009,139961.07,492,0,0,84,58,18,15,0,385,892,139961.07
202003,"Q57","Essex AT",1000210000,"Mr S Shah, Mr P Vaid & Mr S Radia","CO15 3BW","E01021968",16000,467417.55,926.6,0,0,212,131,23,38,0,778,3418,467417.55
202003,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000260000,"The Dental Clinic, Portishead","BS20 6EH","E01032681",1359,37276.78,62.4,0,0,9,17,0,2,0,328,139,37276.78
202003,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000270000,"Lympsham Dental Partnership","TA8 1PH","E01029117",13238,322650.01,1001,0,0,203,122,32,20,2,762,4091,322650.01
202003,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000300000,"Burnham House Dental Partnership","TA8 1PH","E01029117",7740,153964.1,459,0,0,75,58,16,15,0,134,1107,153964.1
202003,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000310000,"Mr RK Hughes","BA5 1SU","E01029081",2268,55939.91,67.2,0,0,27,5,2,1,0,276,529,55939.91
202003,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000320000,"Mr RK Hughes","BA5 1SU","E01029081",850,18428.9,139.8,0,0,63,22,0,9,0,123,285,18428.9
202003,"Q60","Shropshire and Staffordshire AT",1000340000,"Whitecross Dental Care Limited","WS15 2BZ","E01029404",16000,416599.08,795.4,0,0,187,102,21,37,7,1010,4469,416599.08
202003,"Q56","East Anglia AT",1000360000,"Church Street Dental Practice","PE28 3EG","E01018198",4029,105581.21,176.2,0,0,79,20,3,1,0,517,1484,105581.21
202003,"Q58","Hertfordshire and The South Midlands AT",1000390000,"Damira Dental Studios Ltd","CM23 3AL","E01023446",10255,273141.17,803.6,0,0,230,58,30,33,0,1018,3262,273141.17
202003,"Q58","Hertfordshire and The South Midlands AT",1000410000,"2:30 Ltd","NN17 1RZ","E01026949",31550,934738.5,724.2,0,0,177,102,18,21,2,2669,8917,934738.5
202003,"Q57","Essex AT",1000520000,"Chigwell Dental Practice","IG7 5PZ","E01021765",9244,309324.12,402.4,0,0,85,41,16,2,0,663,2647,309324.12
202003,"Q55","Derbyshire and Nottinghamshire AT",1000560000,"Nationwide Healthcare Providers Ltd","NG18 1JU","E01028268",10,31151.08,,,,,,,,,17,156,1.08
202003,"Q68","Surrey and Sussex AT",1000610000,"MISS AR PATEL","BN21 4LL","E01020935",1800,49895.66,70.6,0,0,40,5,1,3,0,580,91,49895.66
202003,"Q55","Derbyshire and Nottinghamshire AT",1000620000,"McDaid & McDaid","NG9 5BA","E01028096",15050,420359.51,800.2,0,0,321,83,16,31,2,1152,3321,420359.51
202003,"Q65","Bristol, North Somerset, Somerset, South Gloucestershire AT",1000710000,"Yarde House Partnership","TA1 1DB","E01029289",2600,67502.35,107,0,0,50,9,2,5,0,431,462,67502.35
202003,"Q66","Devon, Cornwall and Isles of Scilly AT",1000730000,"Spadental South West Limited","PL12 6AF","E01018793",19116,524954.13,845.2,6,0,194,152,12,41,3,1372,4788,524954.13
