YEAR_MONTH, COMMISSIONER_CODE, COMMISSIONER_NAME, CONTRACT_NUMBER, PROVIDER_NAME, LATEST_PPC_ADDRESS_POSTCODE, LSOA11_CODE, UDA_PERF_TARGET, UDA_FIN_VAL, UDA_DELIVERED, LATE_SUBMITTED_FP17, UDA_DELIVERED_FD, BAND_1_DELIVERED, BAND_2_DELIVERED, BAND_3_DELIVERED, BAND_URGENT_DELIVERED, BAND_OTHER_DELIVERED, CHILD_12M_COUNT, ADULT_24M_COUNT, GENERAL_DENTAL_FIN_VALUE
202010,"QYG","Cheshire and Merseyside ICB",1000080000,"Raby Road Dental Centre","CH64 9UZ","E01018534",19145,573803.72,462.2,0,0,13,57,9,136,8,825,4857,573803.72
202010,"QMM","Norfolk and Waveney ICB",1000100000,"Jinesh Vaghela, Jiten Vaghela and K Patel","NR19 1DR","E01026426",11500,293017.79,55,1,0,2,6,2,10,0,327,3368,293017.79
202010,"QXU","Surrey Heartlands ICB",1000120000,"Ruta Lagunaite","RH2 9BZ","E01030623",5009,139961.07,181.6,0,0,64,26,2,13,2,286,851,139961.07
202010,"QJG","Suffolk and North East Essex ICB",1000210000,"Mr S Shah, Mr P Vaid & Mr S Radia","CO15 3BW","E01021968",15000,438207.55,1.2,0,0,0,0,0,1,0,549,3017,438207.55
202010,"QUY","Bristol, North Somerset and South Gloucestershire ICB",1000260000,"The Dental Clinic, Portishead","BS20 6EH","E01032681",1359,37276.78,76.6,0,0,51,7,0,3,1,216,131,37276.78
202010,"QSL","Somerset ICB",1000310000,"Mr RK Hughes","BA5 1SU","E01029081",2268,55939.91,170.4,0,0,102,14,1,12,0,176,487,55939.91
202010,"QSL","Somerset ICB",1000320000,"Mr RK Hughes","BA5 1SU","E01029081",850,18428.9,90.2,0,0,68,5,0,6,0,119,291,18428.9
202010,"QNC","Staffordshire and Stoke-on-Trent ICB",1000340000,"Whitecross Dental Care Limited","WS15 2BZ","E01029404",16000,416599.08,400,0,0,16,31,14,100,3,527,3935,416599.08
202010,"QUE","Cambridgeshire and Peterborough ICB",1000360000,"Church Street Dental Practice","PE28 3EG","E01018198",4029,105581.21,276,0,0,123,25,6,5,0,409,1363,105581.21
202010,"QM7","Hertfordshire and West Essex ICB",1000390000,"Damira Dental Studios Ltd","CM23 3AL","E01023446",10255,273141.17,367.6,0,0,211,29,3,28,0,690,2804,273141.17
202010,"QPM","Northamptonshire ICB",1000410000,"2:30 Ltd","NN17 1RZ","E01026949",31550,934738.5,525.4,0,0,22,72,16,77,5,1588,7924,934738.5
202010,"QM7","Hertfordshire and West Essex ICB",1000520000,"Chigwell Dental Practice","IG7 5PZ","E01021765",9244,309324.12,613.8,0,0,222,59,17,9,0,479,2480,309324.12
202010,"QNX","Sussex ICB",1000610000,"MISS AR PATEL","BN21 4LL","E01020935",1800,49895.66,37.4,0,0,20,5,0,2,0,392,74,49895.66
202010,"QT1","Nottingham and Nottinghamshire ICB",1000620000,"McDaid & McDaid","NG9 5BA","E01028096",15050,420359.51,285.6,0,0,15,47,7,38,1,717,3109,420359.51
202010,"QSL","Somerset ICB",1000710000,"Yarde House Partnership","TA1 1DB","E01029289",2600,67502.35,125.8,0,0,58,21,0,4,0,336,437,67502.35
202010,"QT6","Cornwall and the Isles Of Scilly ICB",1000730000,"Spadental South West Limited","PL12 6AF","E01018793",19116,524954.13,629,0,0,12,115,15,75,4,784,4557,524954.13
202010,"QHG","Bedfordshire, Luton and Milton Keynes ICB",1000790000,"Rodericks Dental Partnership Ltd","MK40 1NN","E01017469",25000,669019.39,386.8,0,0,1,25,9,168,1,929,6561,669019.39
202010,"QUY","Bristol, North Somerset and South Gloucestershire ICB",1000800000,"Monika Molnar","BS25 1JF","E01014742",1200,29002.29,76.2,0,0,66,3,0,1,0,341,62,29002.29
202010,"QHG","Bedfordshire, Luton and Milton Keynes ICB",1000810000,"Rodericks Dental Partnership Ltd","LU1 2AL","E01015794",25000,654160.89,460.8,0,0,33,51,9,139,0,967,5313,654160.89
